,TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
713,98.81,1.0,37.0,1.0,27.0,3.0,91.0,1.0,797.1,0
714,1.87,1.0,42.0,0.0,65.0,2.0,147.0,1.0,7287.94,1
715,78.92,0.0,17.0,2.0,59.0,1.0,95.0,1.0,5624.86,1
716,194.29,0.0,39.0,1.0,39.0,1.0,10.0,1.0,2988.41,0
717,28.73,1.0,18.0,0.0,53.0,1.0,185.0,1.0,2712.96,0
718,105.53,1.0,7.0,2.0,24.0,3.0,88.0,1.0,1433.66,0
719,737.34,1.0,24.0,2.0,30.0,0.0,34.0,1.0,7336.56,1
720,237.86,1.0,30.0,0.0,18.0,3.0,210.0,1.0,475.63,0
721,409.61,1.0,18.0,1.0,65.0,0.0,89.0,1.0,11698.15,2
722,75.53,0.0,14.0,2.0,21.0,3.0,157.0,1.0,1034.35,0
723,72.75,1.0,31.0,0.0,64.0,0.0,15.0,1.0,12042.79,2
724,39.11,1.0,8.0,2.0,26.0,3.0,143.0,1.0,518.54,0
726,729.38,1.0,20.0,0.0,68.0,0.0,90.0,1.0,9127.65,2
727,137.49,1.0,13.0,0.0,34.0,1.0,50.0,1.0,4471.05,1
728,504.71,1.0,11.0,2.0,29.0,1.0,61.0,1.0,6214.54,1
729,371.47,0.0,25.0,1.0,24.0,3.0,58.0,1.0,1187.04,0
730,430.35,1.0,5.0,2.0,36.0,0.0,205.0,1.0,354.9,0
731,230.32,1.0,19.0,1.0,35.0,1.0,56.0,1.0,791.46,0
732,121.71,1.0,6.0,0.0,52.0,2.0,140.0,1.0,5878.89,1
733,98.87,1.0,11.0,2.0,20.0,3.0,179.0,1.0,533.2,0
734,117.55,1.0,14.0,0.0,24.0,3.0,35.0,1.0,897.94,0
735,244.64,1.0,40.0,1.0,30.0,0.0,103.0,1.0,9159.56,2
736,321.93,1.0,26.0,0.0,45.0,1.0,12.0,1.0,4392.73,1
738,283.23,1.0,12.0,2.0,40.0,1.0,98.0,1.0,2008.77,0
739,346.65,1.0,42.0,2.0,30.0,1.0,60.0,1.0,6356.96,1
740,381.62,1.0,19.0,2.0,64.0,2.0,164.0,1.0,6009.12,1
741,388.65,1.0,28.0,0.0,76.0,2.0,43.0,1.0,7896.85,1
742,29.22,1.0,35.0,0.0,24.0,3.0,151.0,1.0,1649.43,0
743,46.75,1.0,7.0,1.0,67.0,2.0,150.0,1.0,2840.43,0
744,348.64,1.0,38.0,2.0,57.0,2.0,128.0,1.0,3274.96,0
745,319.17,1.0,40.0,2.0,73.0,2.0,81.0,1.0,6501.56,1
746,73.95,1.0,18.0,0.0,26.0,3.0,76.0,1.0,363.92,0
747,389.63,1.0,23.0,2.0,27.0,1.0,99.0,1.0,9748.48,2
748,217.61,1.0,6.0,0.0,19.0,3.0,45.0,1.0,1404.53,0
749,199.84,1.0,9.0,0.0,21.0,3.0,150.0,1.0,706.44,0
750,56.35,1.0,5.0,0.0,44.0,0.0,75.0,1.0,5095.73,1
751,248.95,0.0,37.0,1.0,65.0,2.0,29.0,1.0,3059.79,0
752,142.58,1.0,35.0,0.0,33.0,1.0,145.0,1.0,7844.23,1
754,84.34,1.0,22.0,2.0,58.0,2.0,248.0,3.0,5313.97,1
756,333.78,1.0,36.0,0.0,60.0,2.0,98.0,1.0,6810.94,1
757,332.59,1.0,35.0,2.0,55.0,2.0,143.0,1.0,1457.07,0
758,236.81,1.0,28.0,1.0,22.0,3.0,15.0,1.0,813.68,0
759,417.8,0.0,30.0,1.0,27.0,3.0,130.0,1.0,1518.82,0
760,319.27,1.0,35.0,0.0,50.0,0.0,150.0,1.0,10269.78,2
761,384.1,1.0,11.0,1.0,42.0,1.0,172.0,1.0,672.79,0
762,820.62,0.0,14.0,1.0,61.0,0.0,158.0,1.0,6024.8,1
763,474.77,0.0,16.0,2.0,56.0,1.0,50.0,1.0,2158.59,0
764,542.72,0.0,16.0,1.0,43.0,0.0,92.0,1.0,6011.8,1
765,79.8,1.0,13.0,0.0,73.0,2.0,76.0,1.0,6372.58,1
766,46.24,1.0,36.0,1.0,57.0,1.0,52.0,1.0,2569.56,0
767,327.8,1.0,37.0,0.0,61.0,0.0,54.0,1.0,10585.48,2
768,445.79,1.0,19.0,0.0,52.0,0.0,161.0,1.0,717.99,0
769,55.89,1.0,14.0,2.0,72.0,2.0,150.0,1.0,3689.65,0
770,158.41,1.0,34.0,1.0,28.0,3.0,16.0,1.0,1512.16,0
771,101.19,0.0,10.0,2.0,64.0,0.0,75.0,1.0,14389.45,2
772,827.14,1.0,12.0,1.0,36.0,1.0,265.0,4.0,9800.21,2
773,61.97,1.0,31.0,0.0,74.0,2.0,95.0,1.0,7014.69,1
774,27.21,1.0,38.0,0.0,79.0,2.0,102.0,1.0,3520.61,0
775,173.74,1.0,15.0,2.0,80.0,2.0,64.0,1.0,4913.42,1
776,176.11,1.0,38.0,1.0,38.0,1.0,105.0,1.0,9155.35,2
777,88.4,1.0,13.0,2.0,46.0,1.0,174.0,1.0,2567.53,0
778,567.92,1.0,8.0,2.0,53.0,2.0,14.0,1.0,3779.47,0
779,138.11,0.0,31.0,2.0,68.0,2.0,104.0,1.0,4177.65,1
780,456.93,0.0,41.0,1.0,28.0,1.0,193.0,1.0,7284.76,1
781,101.42,1.0,1.0,2.0,66.0,2.0,146.0,1.0,6530.59,1
782,300.61,1.0,12.0,2.0,44.0,0.0,51.0,1.0,7895.54,1
783,265.94,1.0,4.0,2.0,54.0,1.0,132.0,1.0,6781.3,1
784,345.54,1.0,36.0,2.0,29.0,1.0,50.0,1.0,2091.78,0
785,411.52,1.0,20.0,0.0,41.0,0.0,88.0,1.0,11108.39,2
786,111.21,1.0,32.0,1.0,35.0,0.0,111.0,1.0,9088.36,2
787,316.37,1.0,7.0,0.0,53.0,1.0,86.0,1.0,4671.69,1
788,260.63,1.0,13.0,1.0,37.0,1.0,142.0,1.0,7534.73,1
789,92.36,1.0,9.0,0.0,29.0,1.0,144.0,1.0,6353.14,1
790,262.06,1.0,28.0,1.0,63.0,0.0,118.0,1.0,13587.52,2
791,64.5,1.0,10.0,0.0,74.0,2.0,230.0,1.0,1351.24,0
792,253.55,1.0,17.0,0.0,28.0,1.0,85.0,5.0,2797.26,0
793,408.28,0.0,26.0,1.0,21.0,3.0,125.0,3.0,1222.77,0
794,175.94,1.0,16.0,0.0,57.0,2.0,89.0,1.0,3728.04,0
795,199.47,1.0,11.0,2.0,57.0,0.0,142.0,1.0,6067.44,1
796,51.07,1.0,9.0,1.0,63.0,2.0,133.0,1.0,4292.16,1
797,435.86,1.0,17.0,0.0,56.0,2.0,134.0,1.0,3801.82,0
798,74.73,0.0,17.0,1.0,64.0,2.0,162.0,1.0,6353.22,1
799,182.79,0.0,21.0,2.0,23.0,3.0,14.0,1.0,1251.85,0
800,628.36,1.0,2.0,2.0,44.0,0.0,108.0,1.0,11869.71,2
801,268.39,1.0,35.0,2.0,29.0,0.0,177.0,1.0,9409.43,2
802,362.27,1.0,17.0,0.0,80.0,2.0,47.0,1.0,6003.59,1
803,560.15,0.0,22.0,2.0,50.0,1.0,92.0,1.0,817.83,0
804,351.99,1.0,6.0,0.0,80.0,2.0,45.0,2.0,3663.64,0
805,132.36,1.0,7.0,1.0,28.0,3.0,160.0,1.0,319.65,0
806,24.77,0.0,26.0,2.0,40.0,1.0,17.0,1.0,478.23,0
807,668.67,1.0,11.0,2.0,44.0,0.0,143.0,4.0,13446.81,2
808,80.24,0.0,27.0,1.0,53.0,0.0,58.0,1.0,8012.81,1
809,8.65,1.0,23.0,0.0,68.0,2.0,198.0,1.0,4201.22,1
810,178.91,1.0,29.0,0.0,18.0,3.0,19.0,1.0,8870.89,1
811,115.22,1.0,37.0,1.0,27.0,1.0,108.0,1.0,906.2,0
812,161.63,1.0,38.0,2.0,46.0,0.0,276.0,1.0,9286.37,2
813,542.75,0.0,26.0,1.0,70.0,2.0,63.0,1.0,2224.08,0
814,317.47,0.0,34.0,2.0,67.0,0.0,16.0,1.0,14639.28,2
815,280.99,1.0,15.0,1.0,45.0,1.0,29.0,1.0,9733.59,2
816,24.19,1.0,36.0,0.0,29.0,1.0,28.0,1.0,2756.2,0
817,586.85,1.0,23.0,0.0,36.0,0.0,86.0,1.0,6655.15,1
818,372.41,1.0,36.0,0.0,55.0,2.0,143.0,1.0,3233.87,0
819,63.17,1.0,14.0,0.0,20.0,3.0,148.0,1.0,1676.57,0
820,383.69,1.0,7.0,2.0,54.0,1.0,285.0,1.0,8371.11,1
821,247.17,0.0,6.0,1.0,65.0,2.0,149.0,1.0,2611.64,0
822,48.78,0.0,18.0,1.0,18.0,3.0,136.0,1.0,552.06,0
823,4.15,0.0,29.0,1.0,60.0,2.0,119.0,1.0,6017.36,1
824,60.99,1.0,28.0,1.0,34.0,1.0,58.0,1.0,7281.46,1
825,408.19,1.0,23.0,1.0,26.0,1.0,241.0,1.0,6847.47,1
826,524.6,1.0,12.0,1.0,58.0,0.0,76.0,1.0,13017.7,2
827,108.96,1.0,25.0,0.0,26.0,3.0,247.0,1.0,7597.66,1
828,70.03,1.0,26.0,1.0,63.0,2.0,49.0,1.0,7330.31,1
829,124.84,1.0,21.0,2.0,52.0,2.0,79.0,1.0,6711.78,1
830,324.04,1.0,41.0,0.0,54.0,2.0,30.0,1.0,2248.06,0
831,39.69,1.0,2.0,2.0,70.0,2.0,163.0,1.0,3524.68,0
832,157.7,0.0,29.0,1.0,58.0,1.0,46.0,1.0,8332.58,1
833,81.27,0.0,39.0,2.0,22.0,3.0,68.0,1.0,1814.48,0
834,193.82,1.0,18.0,1.0,37.0,1.0,176.0,1.0,3886.77,0
835,16.73,1.0,29.0,2.0,79.0,2.0,165.0,1.0,7591.13,1
836,474.05,1.0,38.0,0.0,57.0,2.0,214.0,1.0,1484.31,0
837,39.21,1.0,24.0,0.0,66.0,0.0,245.0,4.0,9385.57,2
838,637.75,1.0,9.0,1.0,79.0,2.0,152.0,1.0,4202.92,1
839,153.59,0.0,32.0,1.0,66.0,2.0,174.0,1.0,4813.12,1
840,186.6,1.0,40.0,1.0,18.0,3.0,139.0,1.0,9716.68,2
841,644.08,1.0,1.0,2.0,24.0,3.0,55.0,1.0,1980.62,0
842,226.66,1.0,2.0,1.0,41.0,0.0,168.0,1.0,10216.25,2
843,305.0,1.0,31.0,0.0,22.0,3.0,222.0,1.0,944.83,0
844,233.1,0.0,26.0,1.0,42.0,0.0,37.0,1.0,7469.2,1
845,793.13,1.0,22.0,2.0,68.0,0.0,76.0,1.0,13389.16,2
846,224.19,1.0,15.0,0.0,52.0,0.0,93.0,1.0,8475.47,1
847,214.83,0.0,40.0,0.0,23.0,3.0,63.0,1.0,991.69,0
848,163.46,0.0,3.0,1.0,63.0,2.0,111.0,1.0,6953.8,1
849,194.99,1.0,17.0,1.0,34.0,1.0,91.0,1.0,1370.03,0
850,23.4,1.0,12.0,0.0,46.0,0.0,175.0,4.0,14851.28,2
851,227.5,1.0,34.0,2.0,34.0,0.0,277.0,1.0,11505.35,2
852,259.9,1.0,28.0,2.0,26.0,3.0,100.0,1.0,914.28,0
853,59.51,0.0,9.0,2.0,36.0,0.0,55.0,1.0,9955.88,2
854,50.63,1.0,8.0,2.0,64.0,2.0,143.0,1.0,4732.81,1
856,112.94,0.0,35.0,2.0,73.0,2.0,31.0,1.0,3807.84,0
857,11.81,1.0,31.0,0.0,21.0,3.0,131.0,1.0,320.25,0
858,329.14,1.0,34.0,1.0,55.0,0.0,14.0,1.0,12033.92,2
859,154.24,1.0,23.0,0.0,61.0,2.0,82.0,1.0,6109.55,1
860,233.44,1.0,6.0,2.0,20.0,3.0,297.0,1.0,1691.88,0
861,141.8,1.0,6.0,0.0,18.0,3.0,116.0,1.0,1697.67,0
862,209.03,1.0,11.0,1.0,55.0,1.0,126.0,1.0,8359.5,1
864,261.14,1.0,35.0,0.0,42.0,1.0,162.0,1.0,6100.08,1
865,101.81,1.0,13.0,0.0,45.0,0.0,105.0,1.0,13872.03,2
866,98.71,1.0,13.0,0.0,32.0,0.0,117.0,1.0,10095.23,2
867,87.38,1.0,1.0,1.0,21.0,3.0,252.0,1.0,1504.99,0
868,83.39,1.0,29.0,1.0,32.0,0.0,158.0,1.0,13182.11,2
869,267.55,1.0,5.0,2.0,46.0,1.0,40.0,1.0,4330.04,1
870,870.05,1.0,12.0,0.0,29.0,0.0,39.0,1.0,905.25,0
871,154.32,0.0,40.0,0.0,38.0,1.0,269.0,1.0,6972.5,1
872,164.51,1.0,21.0,1.0,78.0,2.0,110.0,1.0,3553.69,0
873,758.12,1.0,37.0,0.0,69.0,2.0,90.0,1.0,6164.65,1
874,103.76,1.0,18.0,2.0,28.0,1.0,188.0,1.0,9626.14,2
875,583.92,1.0,18.0,2.0,55.0,1.0,139.0,1.0,6364.14,1
876,204.06,1.0,42.0,2.0,77.0,2.0,159.0,1.0,4351.83,1
877,53.51,1.0,27.0,2.0,56.0,2.0,165.0,1.0,5773.5,1
879,52.95,0.0,5.0,2.0,68.0,2.0,14.0,1.0,6335.58,1
880,120.17,1.0,32.0,0.0,49.0,0.0,105.0,1.0,5403.79,1
881,220.8,1.0,16.0,2.0,31.0,1.0,28.0,1.0,8135.31,1
882,119.01,1.0,30.0,0.0,45.0,0.0,87.0,1.0,9798.26,2
883,183.32,1.0,33.0,0.0,21.0,3.0,74.0,1.0,137.42,0
884,858.88,1.0,17.0,2.0,60.0,1.0,227.0,1.0,7015.46,1
885,11.46,0.0,37.0,2.0,41.0,1.0,128.0,1.0,2356.71,0
886,61.37,1.0,8.0,1.0,75.0,2.0,164.0,1.0,4294.44,1
887,103.08,0.0,25.0,1.0,49.0,1.0,150.0,1.0,9251.38,2
888,1.21,1.0,1.0,1.0,55.0,2.0,196.0,1.0,7542.74,1
889,425.18,0.0,7.0,2.0,26.0,1.0,172.0,1.0,9880.71,2
890,60.96,1.0,7.0,0.0,52.0,2.0,238.0,1.0,6189.24,1
891,64.21,1.0,29.0,0.0,51.0,0.0,37.0,1.0,12540.18,2
892,523.02,1.0,17.0,2.0,53.0,2.0,83.0,1.0,4586.11,1
893,50.26,1.0,19.0,1.0,65.0,2.0,164.0,1.0,1519.38,0
894,110.08,1.0,11.0,1.0,19.0,3.0,95.0,1.0,1447.26,0
895,54.47,0.0,30.0,1.0,23.0,3.0,34.0,1.0,1131.42,0
896,79.76,1.0,18.0,2.0,68.0,0.0,115.0,1.0,10278.75,2
897,16.79,0.0,11.0,2.0,30.0,0.0,146.0,1.0,535.15,0
899,68.62,1.0,29.0,1.0,29.0,0.0,157.0,1.0,13891.47,2
900,157.16,1.0,27.0,1.0,20.0,3.0,280.0,1.0,1545.77,0
901,643.38,0.0,11.0,2.0,18.0,3.0,105.0,1.0,1046.74,0
902,328.34,0.0,36.0,2.0,42.0,1.0,31.0,1.0,2840.45,0
903,72.68,1.0,39.0,2.0,69.0,2.0,44.0,1.0,6216.77,1
904,354.76,1.0,11.0,1.0,51.0,0.0,279.0,1.0,10141.92,2
905,793.88,0.0,20.0,0.0,22.0,3.0,252.0,1.0,1404.06,0
906,29.22,1.0,11.0,0.0,27.0,1.0,69.0,1.0,7795.79,1
907,653.97,1.0,24.0,2.0,37.0,1.0,100.0,1.0,3886.65,0
908,366.43,0.0,32.0,2.0,21.0,3.0,92.0,1.0,1560.45,0
909,120.86,1.0,7.0,2.0,33.0,0.0,162.0,4.0,13566.58,2
910,233.74,1.0,4.0,2.0,72.0,2.0,142.0,1.0,4749.54,1
911,471.84,1.0,33.0,0.0,18.0,3.0,138.0,1.0,1044.33,0
912,213.4,0.0,13.0,1.0,73.0,2.0,100.0,1.0,2012.24,0
913,254.21,1.0,31.0,0.0,48.0,1.0,46.0,1.0,2487.2,0
914,577.73,1.0,38.0,0.0,37.0,0.0,63.0,1.0,14977.99,2
915,170.26,1.0,6.0,0.0,27.0,3.0,265.0,1.0,1969.48,0
916,337.73,1.0,35.0,2.0,78.0,2.0,107.0,4.0,7001.2,1
917,330.61,0.0,26.0,1.0,64.0,2.0,113.0,1.0,2525.25,0
918,132.33,0.0,31.0,0.0,35.0,1.0,47.0,1.0,7457.94,1
919,672.74,0.0,7.0,1.0,46.0,1.0,118.0,1.0,5386.52,1
920,74.04,1.0,22.0,2.0,18.0,3.0,66.0,1.0,1690.23,0
921,197.18,1.0,40.0,2.0,28.0,1.0,135.0,1.0,3114.92,0
922,21.15,1.0,8.0,1.0,70.0,2.0,180.0,1.0,3466.74,0
923,218.37,1.0,15.0,0.0,62.0,0.0,105.0,1.0,9942.24,2
924,590.01,1.0,38.0,2.0,29.0,0.0,140.0,3.0,9791.74,2
925,697.82,1.0,27.0,2.0,44.0,1.0,153.0,1.0,6824.0,1
926,302.76,1.0,34.0,0.0,38.0,1.0,88.0,3.0,8583.39,1
927,148.0,1.0,40.0,1.0,20.0,3.0,35.0,1.0,1488.65,0
928,22.26,1.0,35.0,1.0,19.0,3.0,56.0,1.0,5583.88,1
929,0.86,1.0,7.0,0.0,25.0,3.0,139.0,1.0,1357.22,0
930,757.1,1.0,1.0,1.0,65.0,0.0,203.0,1.0,10553.23,2
931,38.81,0.0,41.0,2.0,25.0,3.0,145.0,1.0,1619.6,0
932,76.51,0.0,23.0,2.0,49.0,1.0,120.0,4.0,9475.4,2
933,32.46,1.0,5.0,2.0,31.0,0.0,10.0,1.0,8656.18,1
935,20.64,1.0,5.0,1.0,22.0,3.0,59.0,1.0,949.38,0
936,662.11,1.0,1.0,1.0,23.0,3.0,219.0,1.0,1996.38,0
937,288.77,1.0,20.0,0.0,55.0,1.0,110.0,1.0,8836.51,1
938,35.05,1.0,4.0,1.0,30.0,0.0,105.0,1.0,14330.47,2
939,214.73,0.0,20.0,0.0,46.0,0.0,26.0,1.0,5368.42,1
940,25.38,1.0,21.0,1.0,57.0,1.0,66.0,1.0,8616.05,1
941,617.66,1.0,22.0,0.0,41.0,1.0,40.0,1.0,5906.58,1
942,446.39,1.0,15.0,0.0,63.0,2.0,77.0,1.0,7863.6,1
943,377.92,1.0,33.0,1.0,33.0,1.0,204.0,1.0,2254.71,0
944,11.04,1.0,31.0,2.0,30.0,1.0,43.0,1.0,6983.04,1
945,275.46,1.0,13.0,0.0,36.0,0.0,67.0,1.0,9697.75,2
946,179.76,1.0,30.0,2.0,78.0,2.0,81.0,1.0,5909.52,1
947,32.34,1.0,18.0,1.0,44.0,0.0,45.0,1.0,7847.62,1
948,273.92,1.0,32.0,1.0,79.0,2.0,109.0,1.0,4543.56,1
949,375.45,1.0,13.0,1.0,19.0,3.0,32.0,1.0,1307.23,0
950,388.98,1.0,14.0,0.0,23.0,3.0,155.0,1.0,1819.91,0
951,492.84,1.0,16.0,0.0,25.0,3.0,38.0,1.0,577.67,0
952,148.85,1.0,23.0,0.0,57.0,0.0,25.0,1.0,7802.36,1
953,119.95,0.0,30.0,1.0,62.0,2.0,47.0,5.0,2596.61,0
954,391.66,1.0,14.0,1.0,50.0,1.0,103.0,1.0,2406.31,0
955,185.99,0.0,14.0,1.0,41.0,1.0,53.0,1.0,402.45,0
956,322.48,1.0,17.0,0.0,27.0,3.0,57.0,1.0,1238.43,0
957,20.27,1.0,24.0,1.0,18.0,3.0,22.0,1.0,796.35,0
958,280.61,1.0,23.0,0.0,47.0,1.0,129.0,3.0,7888.76,1
959,199.02,1.0,15.0,0.0,61.0,2.0,269.0,1.0,4658.89,1
960,104.23,0.0,21.0,2.0,63.0,2.0,108.0,1.0,5009.29,1
961,353.59,0.0,27.0,1.0,52.0,2.0,109.0,5.0,1822.34,0
962,55.86,1.0,39.0,2.0,39.0,1.0,68.0,1.0,5346.46,1
963,10.77,1.0,16.0,0.0,31.0,0.0,178.0,1.0,10704.95,2
964,95.55,1.0,21.0,1.0,33.0,1.0,51.0,1.0,2434.74,0
965,477.07,1.0,8.0,2.0,27.0,1.0,278.0,1.0,6568.07,1
966,9.1,0.0,37.0,2.0,52.0,2.0,63.0,1.0,2791.45,0
967,21.41,1.0,21.0,2.0,57.0,0.0,99.0,1.0,658.91,0
968,278.28,1.0,17.0,1.0,28.0,3.0,26.0,1.0,1346.88,0
969,388.1,0.0,20.0,2.0,73.0,2.0,40.0,1.0,3022.12,0
970,215.39,1.0,11.0,0.0,27.0,3.0,216.0,1.0,1582.55,0
971,194.37,1.0,25.0,0.0,66.0,0.0,161.0,1.0,14395.88,2
972,37.7,1.0,24.0,0.0,20.0,3.0,109.0,1.0,1741.1,0
973,19.59,1.0,5.0,1.0,64.0,2.0,122.0,1.0,1061.69,0
974,81.35,1.0,15.0,2.0,41.0,1.0,103.0,1.0,7192.45,1
975,314.54,0.0,41.0,1.0,58.0,1.0,228.0,1.0,9923.45,2
976,466.64,1.0,19.0,0.0,58.0,0.0,11.0,1.0,10915.11,2
977,397.01,1.0,20.0,0.0,22.0,3.0,100.0,1.0,719.52,0
978,472.48,1.0,27.0,1.0,55.0,1.0,87.0,1.0,7128.82,1
979,67.15,1.0,16.0,2.0,59.0,0.0,14.0,1.0,9028.49,1
980,102.67,1.0,0.0,1.0,79.0,2.0,119.0,1.0,4656.94,1
981,460.09,0.0,14.0,2.0,35.0,0.0,146.0,3.0,6990.64,1
982,453.49,1.0,39.0,1.0,66.0,0.0,147.0,1.0,6366.43,1
983,267.17,1.0,39.0,0.0,26.0,3.0,170.0,1.0,1382.62,0
984,111.26,1.0,4.0,0.0,66.0,0.0,43.0,1.0,14350.11,2
985,121.17,1.0,31.0,0.0,68.0,0.0,158.0,1.0,12990.77,2
986,213.28,1.0,23.0,1.0,51.0,2.0,94.0,1.0,4835.91,1
987,187.88,1.0,26.0,0.0,60.0,1.0,180.0,1.0,2154.58,0
988,471.88,0.0,38.0,2.0,34.0,0.0,141.0,1.0,14833.34,2
989,83.79,1.0,26.0,0.0,57.0,1.0,47.0,1.0,5061.3,1
990,212.14,1.0,2.0,1.0,72.0,2.0,105.0,1.0,7225.06,1
991,99.16,1.0,37.0,2.0,79.0,2.0,202.0,1.0,2607.58,0
992,839.33,0.0,21.0,1.0,60.0,0.0,86.0,1.0,11538.97,2
993,29.91,0.0,30.0,2.0,76.0,2.0,43.0,3.0,2834.84,0
994,4.24,1.0,36.0,2.0,38.0,1.0,38.0,1.0,7822.73,1
995,50.29,0.0,33.0,2.0,58.0,0.0,64.0,1.0,7604.9,1
996,135.85,1.0,14.0,2.0,57.0,2.0,269.0,1.0,1480.39,0
997,368.53,1.0,33.0,1.0,68.0,0.0,34.0,1.0,13696.31,2
998,17.95,0.0,34.0,1.0,64.0,0.0,135.0,1.0,12344.9,2
999,127.8,0.0,41.0,1.0,31.0,1.0,47.0,1.0,8630.99,1
1000,16.73,1.0,15.0,2.0,45.0,1.0,48.0,1.0,2202.62,0
1001,317.12,1.0,13.0,1.0,44.0,0.0,80.0,1.0,14409.74,2
1002,476.63,1.0,5.0,0.0,79.0,2.0,115.0,1.0,4894.25,1
1003,156.58,1.0,32.0,1.0,24.0,3.0,160.0,1.0,8981.61,1
1004,55.12,0.0,15.0,2.0,34.0,1.0,261.0,1.0,3791.99,0
1005,15.74,1.0,10.0,1.0,27.0,3.0,38.0,1.0,690.16,0
1006,353.68,1.0,19.0,2.0,70.0,2.0,145.0,1.0,6777.12,1
1007,297.15,1.0,31.0,2.0,76.0,2.0,178.0,1.0,5449.37,1
1008,647.85,1.0,29.0,1.0,36.0,0.0,121.0,1.0,13779.97,2
1009,75.04,1.0,12.0,0.0,49.0,1.0,178.0,1.0,9648.6,2
1010,273.92,1.0,41.0,2.0,28.0,3.0,35.0,1.0,1029.15,0
1011,215.8,0.0,17.0,1.0,51.0,2.0,66.0,1.0,3656.62,0
1013,420.6,1.0,21.0,1.0,26.0,3.0,55.0,1.0,1778.75,0
1014,688.36,0.0,22.0,1.0,23.0,3.0,22.0,1.0,5191.13,1
1015,285.18,0.0,34.0,1.0,55.0,0.0,150.0,1.0,14847.97,2
1016,213.55,1.0,4.0,0.0,63.0,0.0,15.0,1.0,5238.37,1
1017,463.11,0.0,19.0,1.0,51.0,0.0,159.0,1.0,10238.82,2
1018,150.03,1.0,8.0,0.0,73.0,2.0,176.0,1.0,7491.42,1
1019,428.61,1.0,14.0,1.0,51.0,2.0,131.0,1.0,2116.36,0
1020,309.56,1.0,5.0,2.0,58.0,0.0,147.0,1.0,972.04,0
1021,377.08,0.0,23.0,1.0,26.0,3.0,71.0,1.0,6430.86,1
1022,77.25,1.0,41.0,1.0,68.0,0.0,157.0,1.0,14077.97,2
1023,146.92,1.0,32.0,0.0,64.0,2.0,272.0,1.0,3990.6,0
1024,126.6,1.0,35.0,1.0,22.0,3.0,146.0,1.0,961.65,0
1025,101.34,1.0,4.0,0.0,24.0,3.0,46.0,1.0,703.26,0
1026,184.97,1.0,10.0,1.0,58.0,0.0,268.0,1.0,1156.67,0
1027,451.15,1.0,7.0,0.0,46.0,1.0,175.0,1.0,1356.47,0
1028,516.47,0.0,5.0,0.0,25.0,3.0,94.0,1.0,1305.06,0
1029,880.04,1.0,34.0,0.0,25.0,3.0,29.0,1.0,261.97,0
1030,353.69,1.0,38.0,2.0,59.0,1.0,163.0,1.0,9500.79,2
1031,66.69,0.0,35.0,1.0,25.0,3.0,140.0,1.0,1210.33,0
1032,95.75,1.0,20.0,1.0,31.0,1.0,169.0,1.0,337.62,0
1033,43.91,1.0,0.0,2.0,27.0,3.0,86.0,1.0,1806.68,0
1034,98.03,1.0,12.0,1.0,54.0,1.0,165.0,1.0,6323.45,1
1035,617.66,1.0,4.0,0.0,42.0,1.0,128.0,1.0,7155.95,1
1036,888.57,1.0,35.0,2.0,62.0,2.0,102.0,1.0,7896.14,1
1037,107.48,1.0,29.0,1.0,22.0,3.0,129.0,1.0,591.23,0
1038,36.57,1.0,29.0,0.0,62.0,2.0,69.0,1.0,2583.07,0
1039,575.62,1.0,28.0,2.0,43.0,0.0,129.0,1.0,234.41,0
1040,84.89,1.0,38.0,0.0,37.0,1.0,70.0,1.0,4735.61,1
1041,832.3,0.0,2.0,1.0,69.0,2.0,86.0,1.0,6617.52,1
1042,180.65,1.0,5.0,1.0,22.0,3.0,38.0,5.0,816.01,0
1043,7.76,0.0,19.0,2.0,52.0,2.0,84.0,1.0,7393.11,1
1044,109.3,1.0,13.0,1.0,56.0,0.0,27.0,1.0,13510.11,2
1045,230.08,1.0,2.0,2.0,79.0,2.0,124.0,1.0,4466.1,1
1046,361.92,1.0,11.0,0.0,54.0,2.0,111.0,1.0,7474.31,1
1047,71.29,1.0,6.0,0.0,68.0,2.0,55.0,2.0,7225.63,1
1048,122.45,1.0,27.0,1.0,46.0,0.0,98.0,1.0,7255.49,1
1049,642.53,1.0,23.0,0.0,65.0,0.0,128.0,1.0,11417.91,2
1050,62.86,1.0,15.0,1.0,25.0,3.0,31.0,1.0,1040.43,0
1051,175.21,0.0,23.0,0.0,69.0,0.0,69.0,1.0,6039.04,1
1052,168.0,0.0,40.0,1.0,32.0,1.0,11.0,1.0,3498.58,0
1053,11.46,1.0,6.0,2.0,67.0,2.0,73.0,1.0,6628.75,1
1054,382.07,0.0,29.0,1.0,62.0,0.0,147.0,1.0,10156.09,2
1055,13.48,1.0,19.0,2.0,18.0,3.0,20.0,3.0,521.88,0
1056,65.32,1.0,23.0,0.0,28.0,3.0,54.0,1.0,9165.02,2
1057,83.07,1.0,24.0,1.0,27.0,1.0,291.0,4.0,6704.76,1
1058,730.1,0.0,6.0,1.0,77.0,2.0,93.0,1.0,6384.05,1
1059,85.31,1.0,18.0,0.0,62.0,2.0,27.0,1.0,6095.65,1
1060,726.61,1.0,31.0,0.0,18.0,3.0,277.0,1.0,1008.76,0
1061,130.4,1.0,33.0,1.0,45.0,1.0,63.0,1.0,4381.24,1
